lnG_TOTAL_pc,hhsize,hhsize2,agehead,agehead2,cochabamba,oruro,potosi,tarija,santacruz,pando,chuquisaca,beni,rural,sublease,wall_brick,wall_wood,floor_dirt,floor_cement,fridge,radio,tv,dvd,fan,car,nbeds,nkitchens,ncomputers,sheep,hfem,dependratio,wardrobe,diningset,electricity,upm,estrato,hhweight,lnz_iris
5.488727,2,4,60,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,1,1,25968,5,2292,5.433635
5.646232,3,9,40,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,1,1,25968,5,3438,5.433635
5.944877,2,4,45,2025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,25968,5,2292,5.433635
6.361731,2,4,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,1,0,0,0,0,1,1,1,25968,5,2292,5.433635
5.837508,4,16,33,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,1,0,0,0,1,1,0,1,25968,5,4584,5.433635
5.536065,7,49,42,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4,1,0,0,0,.4,1,0,1,25968,5,8022,5.433635
5.999934,3,9,45,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,1,0,0,1,0,1,1,1,25968,5,3438,5.433635
5.576396,6,36,44,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,0,0,0,.2,1,0,1,25968,5,6876,5.433635
4.987713,3,9,35,1225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,.5,1,1,1,25968,5,3438,5.433635
6.153182,5,25,61,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,1,1,0,0,0,1,1,1,25968,5,5730,5.433635
5.86219,6,36,45,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,1,0,0,0,1,1,1,1,25968,5,6876,5.433635
5.63451,2,4,42,1764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,1,0,1,0,1,26112,5,1588,5.433635
6.068266,2,4,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,26112,5,1588,5.433635
6.703265,4,16,32,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,3,0,0,1,1,1,0,1,26112,5,3176,5.433635
6.165971,2,4,31,961,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,26112,5,1588,5.433635
5.572497,6,36,35,1225,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,1,0,1,26112,5,4764,5.433635
6.400403,1,1,35,1225,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,26112,5,794,5.433635
6.23622,4,16,46,2116,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,4,1,1,0,0,0,1,1,1,26112,5,3176,5.433635
5.394091,3,9,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,.5,1,0,1,26112,5,2382,5.433635
5.83803,4,16,35,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,1,26112,5,3176,5.433635
5.725956,3,9,47,2209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,.5,1,0,1,26112,5,2382,5.433635
5.926495,3,9,32,1024,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,1,.5,1,0,1,26112,5,2382,5.433635
6.50114,5,25,45,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,6,1,1,0,1,0,1,1,1,26112,5,3970,5.433635
6.105252,5,25,45,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,1,1,1,26196,5,4895,5.433635
5.667688,11,121,54,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,2,0,0,0,.5714286,1,0,1,26196,5,10769,5.433635
5.703333,7,49,47,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,.4,1,0,1,26196,5,6853,5.433635
5.781167,4,16,40,1600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,1,26196,5,3916,5.433635
5.717186,6,36,44,1936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,0,0,1,1,1,1,1,26196,5,5874,5.433635
5.682703,2,4,41,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,26196,5,1958,5.433635
5.431838,3,9,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,.5,1,0,1,26196,5,2937,5.433635
5.231826,8,64,39,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,.6,1,0,1,26196,5,7832,5.433635
6.051838,3,9,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,.5,1,0,0,26196,5,2937,5.433635
5.085701,3,9,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,2,1,0,0,26196,5,2937,5.433635
5.614872,2,4,24,576,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,26196,5,1958,5.433635
5.753224,6,36,50,2500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,1,1,0,1,0,1,1,1,26239,3,3960,5.433635
5.433618,9,81,40,1600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,1,0,0,0,1.25,1,0,1,26239,3,5940,5.433635
5.397282,3,9,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,1,2,1,1,0,26239,3,1980,5.433635
5.484277,5,25,36,1296,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,3,1,0,0,1,1.5,1,1,0,26239,3,3300,5.433635
5.702426,5,25,39,1521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,0,.6666667,1,1,1,26239,3,3300,5.433635
5.978565,3,9,52,2704,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,1,0,0,0,.5,1,0,1,26239,3,1980,5.433635
5.23688,7,49,45,2025,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,5,1,0,0,0,.75,1,0,1,26239,3,4620,5.433635
5.949765,6,36,53,2809,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,6,2,0,0,0,0,1,1,1,26239,3,3960,5.433635
5.299711,4,16,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1,1,0,1,26239,3,2640,5.433635
5.396707,4,16,45,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,0,1,0,1,26239,3,2640,5.433635
5.541001,2,4,19,361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,26239,3,1320,5.433635
6.059172,7,49,47,2209,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,4,1,0,0,0,.1666667,1,1,1,26239,3,4620,5.433635
6.36094,5,25,32,1024,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,3,1,0,0,0,.6666667,1,1,1,26306,3,2885,5.433635
6.299327,4,16,31,961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,1,0,0,1,1,1,1,26306,3,2308,5.433635
4.637903,4,16,35,1225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,1,3,1,0,1,26306,3,2308,5.433635
5.301025,5,25,35,1225,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,1,0,0,1.5,1,0,1,26306,3,2885,5.433635
5.931464,3,9,26,676,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,.5,1,0,1,26306,3,1731,5.433635
5.948504,7,49,58,3364,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,7,1,1,0,0,.1666667,1,1,1,26306,3,4039,5.433635
5.234061,7,49,50,2500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,1,0,0,0,.4,1,1,1,26306,3,4039,5.433635
5.704327,5,25,77,5929,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1.5,1,1,1,26306,3,2885,5.433635
5.047679,4,16,53,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,1,1,1,0,26306,3,2308,5.433635
5.956353,5,25,50,2500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,2,0,0,0,.25,1,1,1,26306,3,2885,5.433635
6.461809,1,1,22,484,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,26306,3,577,5.433635
6.47356,3,9,41,1681,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,1,.5,1,1,1,26306,3,1731,5.433635
6.104891,3,9,30,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,1,2,1,0,1,26347,1,2535,5.433635
5.745341,4,16,48,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,1,0,0,.3333333,1,1,1,26347,1,3380,5.433635
6.550358,3,9,45,2025,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,2,1,1,1,26347,1,2535,5.433635
6.040184,5,25,56,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,1,0,1,0,1,1,1,26347,1,4225,5.433635
5.448409,6,36,36,1296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,2,1,1,1,26347,1,5070,5.433635
6.268877,6,36,43,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,.2,1,0,1,26347,1,5070,5.433635
6.138317,4,16,59,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,0,1,1,1,26347,1,3380,5.433635
5.914698,5,25,43,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,.25,1,1,1,26347,1,4225,5.433635
6.521598,4,16,58,3364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,0,.3333333,1,1,1,26347,1,3380,5.433635
7.066882,1,1,35,1225,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,26347,1,845,5.433635
5.654764,3,9,47,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,1,1,1,26347,1,2535,5.433635
5.443676,7,49,38,1444,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,1.333333,1,0,1,26376,3,4389,5.433635
6.140723,6,36,46,2116,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,4,1,1,0,0,.5,1,1,1,26376,3,3762,5.433635
5.20914,8,64,51,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,6,1,0,0,0,.6,1,0,1,26376,3,5016,5.433635
5.628066,2,4,54,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,0,1,26376,3,1254,5.433635
6.120715,3,9,71,5041,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,.5,1,1,1,26376,3,1881,5.433635
5.957315,4,16,44,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,1,.3333333,0,0,1,26376,3,2508,5.433635
7.179382,1,1,70,4900,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,26376,3,627,5.433635
5.581837,3,9,59,3481,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0,1,0,1,0,1,26376,3,1881,5.433635
5.339077,1,1,39,1521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,0,1,26376,3,627,5.433635
5.931779,6,36,38,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,.5,1,0,1,26376,3,3762,5.433635
5.488359,6,36,43,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,5,1,0,0,0,1,1,0,1,26376,3,3762,5.433635
5.618805,4,16,32,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,26376,3,2508,5.433635
5.787177,3,9,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,.5,1,0,0,26530,5,3327,5.433635
5.215402,6,36,34,1156,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,4,1,0,0,0,1,1,0,1,26530,5,6654,5.433635
5.311923,5,25,26,676,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,1.5,1,0,1,26530,5,5545,5.433635
5.824131,5,25,42,1764,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,0,0,1,.6666667,1,0,1,26530,5,5545,5.433635
5.912442,4,16,47,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,1,0,0,1,0,1,1,1,26530,5,4436,5.433635
5.594651,6,36,58,3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,.2,1,0,1,26530,5,6654,5.433635
5.3559,2,4,85,7225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,26530,5,2218,5.433635
5.620325,4,16,27,729,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1,1,0,1,26530,5,4436,5.433635
5.407579,6,36,36,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,0,0,1,26530,5,6654,5.433635
6.108918,5,25,31,961,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,0,0,0,1.5,0,1,0,26530,5,5545,5.433635
6.422246,3,9,40,1600,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,1,0,0,1,.5,1,1,1,26530,5,3327,5.433635
6.144759,3,9,67,4489,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,3,1,0,0,0,2,1,1,1,26530,5,3327,5.433635
6.538857,4,16,29,841,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,1,0,0,0,1,1,0,1,26593,1,3232,5.433635
7.363175,1,1,61,3721,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,26593,1,808,5.433635
6.301776,3,9,34,1156,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,1,1,26593,1,2424,5.433635
6.575973,3,9,37,1369,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,2,1,0,0,0,.5,1,0,1,26593,1,2424,5.433635
6.006936,2,4,53,2809,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,0,1,1,1,26593,1,1616,5.433635
6.78672,4,16,42,1764,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,1,1,0,0,1,1,1,1,26593,1,3232,5.433635
6.229314,2,4,59,3481,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,26593,1,1616,5.433635
5.665905,4,16,30,900,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1,1,0,1,26593,1,3232,5.433635
6.694305,3,9,58,3364,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,1,1,0,0,.5,1,1,1,26593,1,2424,5.433635
5.725725,5,25,36,1296,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1.5,1,0,1,26593,1,4040,5.433635
5.701118,3,9,47,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,0,0,2,1,0,1,26593,1,2424,5.433635
5.78569,2,4,53,2809,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,26607,7,1776,5.433635
5.906241,4,16,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1,1,1,1,26607,7,3552,5.433635
6.244231,2,4,59,3481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,26607,7,1776,5.433635
5.701846,3,9,55,3025,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,0,0,0,0,1,0,1,26607,7,2664,5.433635
4.981774,7,49,45,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,.75,0,0,1,26607,7,6216,5.433635
4.869412,8,64,35,1225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,0,0,1.666667,1,1,1,26607,7,7104,5.433635
5.499529,3,9,50,2500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,1,0,1,0,0,26607,7,2664,5.433635
5.285364,5,25,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1.5,0,0,1,26607,7,4440,5.433635
5.243483,7,49,53,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,1,0,0,0,.4,1,0,1,26607,7,6216,5.433635
5.592555,4,16,43,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,3,0,0,0,26607,7,3552,5.433635
5.083704,2,4,31,961,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,26607,7,1776,5.433635
6.104514,1,1,57,3249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,26607,7,888,5.433635
5.296444,2,4,80,6400,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,1,0,1,26701,5,736,5.550204
4.608674,3,9,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,.5,0,0,1,26701,5,1104,5.550204
5.575546,6,36,30,900,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,0,0,1,26701,5,2208,5.550204
6.440373,3,9,29,841,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,1,0,.5,1,1,1,26701,5,1104,5.550204
5.996534,2,4,52,2704,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,1,0,1,0,1,26701,5,736,5.550204
6.083407,3,9,65,4225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,2,1,0,1,26701,5,1104,5.550204
5.529767,7,49,52,2704,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,0,0,0,.1666667,1,0,1,26701,5,2576,5.550204
5.940125,2,4,48,2304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,1,0,0,1,0,1,0,1,26701,5,736,5.550204
5.487681,8,64,54,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,6,2,0,1,0,.3333333,1,1,1,26701,5,2944,5.550204
5.323036,5,25,23,529,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1.5,1,0,1,26701,5,1840,5.550204
5.000439,4,16,66,4356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,26701,5,1472,5.550204
5.681976,5,25,31,961,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1.5,0,0,1,26701,5,1840,5.550204
6.257493,4,16,33,1089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,1,1,1,26706,5,1684,5.550204
5.754388,5,25,38,1444,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,1,0,0,0,1.5,1,0,1,26706,5,2105,5.550204
5.917445,6,36,43,1849,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,5,1,0,0,0,.2,1,1,1,26706,5,2526,5.550204
4.763178,4,16,32,1024,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,1,26706,5,1684,5.550204
5.583163,5,25,37,1369,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,5,1,1,1,1,.25,0,0,1,26706,5,2105,5.550204
6.487033,3,9,48,2304,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,1,1,0,0,0,1,1,1,26706,5,1263,5.550204
5.75814,5,25,29,841,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1.5,1,1,1,26706,5,2105,5.550204
6.31178,2,4,59,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,1,26706,5,842,5.550204
6.12147,2,4,50,2500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,1,26706,5,842,5.550204
5.200794,8,64,49,2401,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,1,1.666667,1,1,0,26706,5,3368,5.550204
5.716611,5,25,54,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,1,1,.25,1,0,1,26706,5,2105,5.550204
5.605115,6,36,50,2500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,1,0,0,0,.5,1,1,1,26706,5,2526,5.550204
4.292624,6,36,34,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,2,0,0,1,26711,1,1824,5.550204
5.989126,4,16,76,5776,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,4,2,0,0,0,3,1,0,1,26711,1,1216,5.550204
5.130497,4,16,55,3025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,1,0,0,0,0,1,0,1,26711,1,1216,5.550204
6.055432,3,9,37,1369,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,1,0,0,1,0,1,0,1,26711,1,912,5.550204
5.830449,8,64,35,1225,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,4,1,0,0,0,3,1,1,1,26711,1,2432,5.550204
5.795463,3,9,29,841,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,.5,1,0,1,26711,1,912,5.550204
6.144148,5,25,59,3481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,1,1,0,0,.25,1,1,1,26711,1,1520,5.550204
5.853746,5,25,56,3136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,1,1,1,26711,1,1520,5.550204
6.427895,2,4,45,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,26711,1,608,5.550204
6.206901,3,9,54,2916,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,1,0,0,1,0,1,0,1,26711,1,912,5.550204
6.209154,4,16,50,2500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,.3333333,1,1,1,26711,1,1216,5.550204
6.63613,4,16,34,1156,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,2,1,1,0,0,1,1,1,1,26711,1,1216,5.550204
5.077008,4,16,59,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,.3333333,1,0,1,26798,6,1904,5.550204
5.182959,4,16,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,1,0,0,0,1,0,0,1,26798,6,1904,5.550204
5.549507,4,16,48,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,1,0,1,1,1,26798,6,1904,5.550204
5.653939,5,25,53,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,5,1,0,0,0,0,1,0,1,26798,6,2380,5.550204
4.86074,6,36,40,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,2,1,0,1,26798,6,2856,5.550204
6.120933,2,4,84,7056,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,1,0,1,26798,6,952,5.550204
5.856423,5,25,36,1296,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1.5,1,0,1,26798,6,2380,5.550204
5.585875,5,25,45,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4,1,0,0,0,1.5,1,0,1,26798,6,2380,5.550204
5.386074,6,36,27,729,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,2,1,0,1,26798,6,2856,5.550204
