"","female","married","hhsize","books_age10","maths_age10","language_age10","EduYears","eurod","country_mod","iv009_mod","inc_bin","co007_","co007_mod","country250","country276","country380","country528","country724"
"213214",1,0,1,1,3,4,-0.44,5,250,5,"second","3","2",1,0,0,0,0
"213232",1,0,1,1,3,3,-0.2,6,250,5,"third","4","2",1,0,0,0,0
"213235",1,1,2,1,2,2,-0.28,5,250,5,"fourth","3","2",1,0,0,0,0
"213240",0,1,2,1,3,4,-0.12,1,250,5,"fourth","3","2",1,0,0,0,0
"213245",0,1,2,1,2,2,0.04,2,250,5,"fourth","4","2",1,0,0,0,0
"213253",1,0,1,3,3,3,-0.12,0,250,5,"first","1","1",1,0,0,0,0
"213256",1,0,1,5,2,2,0.2,0,250,3,"second","3","2",1,0,0,0,0
"213258",1,0,7,5,1,1,-0.28,7,250,5,"first","2","1",1,0,0,0,0
"213269",0,1,3,3,3,3,0.28,0,250,5,"fourth","3","2",1,0,0,0,0
"213271",0,0,1,1,3,3,-0.04,3,250,2,"fourth","4","2",1,0,0,0,0
"213276",0,0,1,1,3,3,-0.44,7,250,5,"second","3","2",1,0,0,0,0
"213295",1,0,1,2,3,3,0.04,1,250,5,"fourth","4","2",1,0,0,0,0
"213309",1,0,1,1,3,4,-0.36,2,250,5,"second","3","2",1,0,0,0,0
"213314",0,0,1,1,4,2,-0.36,2,250,5,"first","3","2",1,0,0,0,0
"213317",1,0,1,1,3,2,-0.36,5,250,3,"second","4","2",1,0,0,0,0
"213329",0,0,1,1,5,5,-0.44,0,250,5,"first","2","1",1,0,0,0,0
"213331",1,0,2,1,4,3,-0.36,7,250,3,"second","1","1",1,0,0,0,0
"213335",1,0,1,1,3,1,-0.28,3,250,5,"first","4","2",1,0,0,0,0
"213340",1,0,2,1,2,2,0.44,6,250,3,"second","2","1",1,0,0,0,0
"213344",1,0,1,2,2,2,-0.12,5,250,3,"first","1","1",1,0,0,0,0
"213355",0,1,2,1,3,3,0.28,7,250,5,"fourth","3","2",1,0,0,0,0
"213368",0,1,2,1,4,4,-0.36,4,250,5,"fourth","2","1",1,0,0,0,0
"213375",1,1,2,1,4,4,-0.28,8,250,4,"second","3","2",1,0,0,0,0
"213385",1,1,2,1,4,4,-0.2,2,250,5,"fourth","4","2",1,0,0,0,0
"213390",0,1,2,1,2,3,-0.2,1,250,5,"fourth","4","2",1,0,0,0,0
"213396",0,1,2,1,3,3,-0.2,3,250,5,"fourth","4","2",1,0,0,0,0
"213401",1,1,2,1,3,2,-0.12,2,250,5,"fourth","4","2",1,0,0,0,0
"213407",0,1,3,1,3,3,-0.36,2,250,5,"second","2","1",1,0,0,0,0
"213423",1,0,1,1,4,4,-0.28,1,250,5,"first","3","2",1,0,0,0,0
"213428",1,1,2,3,2,2,0.12,0,250,5,"fourth","3","2",1,0,0,0,0
"213433",0,1,2,3,2,2,0.04,3,250,5,"fourth","3","2",1,0,0,0,0
"213434",0,1,2,1,4,2,-0.36,2,250,5,"fourth","3","2",1,0,0,0,0
"213448",0,1,2,1,3,3,-0.04,1,250,5,"third","2","1",1,0,0,0,0
"213457",1,1,3,3,3,3,0.36,6,250,4,"fourth","3","2",1,0,0,0,0
"213462",0,1,3,1,3,3,0.28,3,250,4,"fourth","3","2",1,0,0,0,0
"213467",0,1,2,2,3,2,0.2,2,250,2,"fourth","4","2",1,0,0,0,0
"213471",1,1,2,3,3,2,-0.2,10,250,2,"fourth","4","2",1,0,0,0,0
"213474",1,0,1,2,3,2,0.12,2,250,4,"second","4","2",1,0,0,0,0
"213493",0,1,2,2,2,4,0.28,1,250,5,"second","3","2",1,0,0,0,0
"213501",0,0,1,1,5,5,-0.44,1,250,5,"first","4","2",1,0,0,0,0
"213512",0,1,2,1,3,3,-0.36,1,250,5,"second","2","1",1,0,0,0,0
"213519",1,0,1,3,3,3,0.04,6,250,4,"second","3","2",1,0,0,0,0
"213528",1,1,2,1,5,3,-0.2,1,250,5,"third","2","1",1,0,0,0,0
"213533",0,1,2,1,2,2,0.04,0,250,5,"third","2","1",1,0,0,0,0
"213547",0,1,2,3,2,3,0.36,0,250,5,"third","3","2",1,0,0,0,0
"213552",1,1,2,3,4,2,-0.2,1,250,5,"third","3","2",1,0,0,0,0
"213555",1,0,1,1,2,2,-0.12,5,250,5,"first","2","1",1,0,0,0,0
"213563",0,1,2,1,3,3,-0.2,3,250,5,"fourth","2","1",1,0,0,0,0
"213565",1,1,2,1,2,2,-0.36,1,250,5,"third","4","2",1,0,0,0,0
"213570",1,1,2,1,2,2,-0.36,4,250,5,"second","2","1",1,0,0,0,0
"213575",0,1,2,1,4,3,-0.36,4,250,5,"second","2","1",1,0,0,0,0
"213581",0,1,2,2,3,3,0.52,0,250,5,"fourth","4","2",1,0,0,0,0
"213583",1,1,2,1,3,4,0.2,4,250,5,"fourth","4","2",1,0,0,0,0
"213585",0,0,1,1,4,4,-0.36,4,250,1,"first","1","1",1,0,0,0,0
"213593",1,1,2,1,5,5,0.44,2,250,5,"fourth","2","1",1,0,0,0,0
"213603",1,0,1,1,4,3,-0.52,5,250,4,"fourth","2","1",1,0,0,0,0
"213608",1,0,1,1,1,1,-0.36,5,250,5,"third","3","2",1,0,0,0,0
"213616",0,1,2,4,4,2,0.12,1,250,5,"fourth","3","2",1,0,0,0,0
"213619",1,1,2,1,3,2,0.28,2,250,5,"fourth","3","2",1,0,0,0,0
"213621",1,0,1,1,5,3,-0.36,2,250,3,"second","4","2",1,0,0,0,0
"213626",1,0,1,3,4,1,-0.04,3,250,3,"fourth","2","1",1,0,0,0,0
"213631",1,1,2,3,3,3,-0.12,1,250,5,"fourth","4","2",1,0,0,0,0
"213636",0,1,2,3,3,3,0.04,4,250,5,"fourth","4","2",1,0,0,0,0
"213654",1,0,1,1,5,5,-0.36,1,250,4,"second","2","1",1,0,0,0,0
"213658",1,1,2,3,1,1,0.12,3,250,4,"fourth","4","2",1,0,0,0,0
"213661",0,1,2,1,3,3,-0.04,2,250,4,"fourth","4","2",1,0,0,0,0
"213664",1,0,1,1,2,3,-0.44,4,250,5,"first","1","1",1,0,0,0,0
"213669",1,1,2,1,3,4,-0.36,1,250,5,"fourth","3","2",1,0,0,0,0
"213676",0,1,2,1,3,2,-0.04,1,250,5,"third","2","1",1,0,0,0,0
"213679",1,1,2,2,3,3,-0.28,6,250,5,"third","2","1",1,0,0,0,0
"213701",1,0,1,2,3,2,-0.36,3,250,3,"second","4","2",1,0,0,0,0
"213709",0,0,1,1,2,2,-0.12,2,250,5,"fourth","3","2",1,0,0,0,0
"213718",0,1,2,1,3,3,0.52,0,250,5,"fourth","3","2",1,0,0,0,0
"213722",1,1,2,3,4,2,0.04,4,250,5,"fourth","4","2",1,0,0,0,0
"213725",1,1,2,1,2,2,0.2,1,250,5,"third","4","2",1,0,0,0,0
"213730",0,1,2,1,4,4,-0.2,1,250,5,"third","4","2",1,0,0,0,0
"213753",1,1,2,1,5,4,-0.52,1,250,4,"fourth","3","2",1,0,0,0,0
"213763",0,1,2,1,3,2,0.44,1,250,5,"fourth","3","2",1,0,0,0,0
"213765",1,1,2,1,4,4,-0.2,6,250,5,"fourth","3","2",1,0,0,0,0
"213775",1,0,1,1,3,3,-0.36,6,250,5,"first","1","1",1,0,0,0,0
"213778",0,1,2,1,1,4,-0.36,2,250,5,"fourth","4","2",1,0,0,0,0
"213787",0,0,1,5,4,2,-0.36,1,250,5,"second","4","2",1,0,0,0,0
"213792",0,1,2,3,3,4,0.2,0,250,5,"fourth","3","2",1,0,0,0,0
"213795",1,1,2,2,3,3,0.76,2,250,5,"fourth","3","2",1,0,0,0,0
"213798",0,0,1,1,2,3,-0.2,1,250,5,"first","2","1",1,0,0,0,0
"213803",1,0,1,1,3,4,-0.52,2,250,5,"second","2","1",1,0,0,0,0
"213808",0,0,1,5,2,2,-0.04,4,250,5,"third","3","2",1,0,0,0,0
"213816",0,1,2,1,3,3,-0.44,2,250,4,"third","2","1",1,0,0,0,0
"213819",0,0,1,3,1,2,0.28,0,250,4,"third","3","2",1,0,0,0,0
"213824",0,0,1,1,4,3,-0.36,0,250,5,"first","2","1",1,0,0,0,0
"213828",1,1,2,2,1,1,-0.44,5,250,5,"third","4","2",1,0,0,0,0
"213832",0,1,2,1,3,3,-0.44,0,250,5,"third","4","2",1,0,0,0,0
"213835",0,0,1,1,1,3,-0.28,1,250,5,"first","3","2",1,0,0,0,0
"213840",1,0,1,1,4,2,-0.36,5,250,4,"second","3","2",1,0,0,0,0
"213864",1,0,2,1,3,3,-0.28,4,250,5,"second","2","1",1,0,0,0,0
"213866",1,0,2,4,3,4,0.2,1,250,5,"third","3","2",1,0,0,0,0
"213879",0,1,2,3,1,1,-0.12,6,250,5,"second","2","1",1,0,0,0,0
"213884",1,1,2,1,4,4,-0.36,5,250,5,"second","2","1",1,0,0,0,0
"213911",1,1,2,1,3,2,-0.36,7,250,5,"first","2","1",1,0,0,0,0
"213916",0,1,2,3,3,4,-0.36,0,250,4,"second","4","2",1,0,0,0,0
"213920",1,1,2,1,5,3,-0.44,0,250,4,"second","4","2",1,0,0,0,0
"213925",0,1,2,1,4,3,-0.04,2,250,4,"fourth","4","2",1,0,0,0,0
"213927",1,1,2,1,1,1,-0.04,3,250,4,"fourth","4","2",1,0,0,0,0
"213936",1,1,3,2,3,3,-0.2,3,250,5,"fourth","2","1",1,0,0,0,0
"213942",1,0,1,2,3,3,-0.36,1,250,5,"third","3","2",1,0,0,0,0
"213947",1,0,1,2,3,4,-0.36,3,250,4,"second","2","1",1,0,0,0,0
"213951",0,1,2,1,3,3,0.76,0,250,4,"fourth","3","2",1,0,0,0,0
"213954",1,1,2,1,2,2,-0.36,3,250,4,"fourth","3","2",1,0,0,0,0
"213958",0,0,1,1,4,4,-0.12,1,250,5,"third","3","2",1,0,0,0,0
"213963",1,1,2,1,5,5,-0.36,3,250,5,"fourth","1","1",1,0,0,0,0
"213966",1,1,3,3,3,2,-0.04,0,250,3,"fourth","4","2",1,0,0,0,0
"213985",0,1,3,3,3,3,0.04,7,250,5,"fourth","4","2",1,0,0,0,0
"213989",1,1,3,5,4,2,0.12,6,250,5,"fourth","4","2",1,0,0,0,0
"214001",1,1,2,3,3,4,0.28,3,250,5,"fourth","3","2",1,0,0,0,0
"214004",0,1,2,1,2,3,0.36,3,250,5,"fourth","3","2",1,0,0,0,0
"214016",1,0,1,2,3,2,-0.04,0,250,3,"second","4","2",1,0,0,0,0
"214035",0,1,2,1,3,3,-0.2,1,250,5,"third","3","2",1,0,0,0,0
"214039",0,0,1,1,1,3,-0.36,4,250,5,"second","3","2",1,0,0,0,0
"214046",1,0,1,3,2,3,-0.12,3,250,4,"first","2","1",1,0,0,0,0
"214051",1,1,2,1,4,2,-0.12,3,250,5,"second","2","1",1,0,0,0,0
"214056",0,1,2,1,3,3,-0.04,2,250,5,"second","2","1",1,0,0,0,0
"214059",1,1,2,2,3,2,-0.28,5,250,5,"fourth","4","2",1,0,0,0,0
"214062",0,1,2,3,3,3,-0.44,2,250,5,"fourth","4","2",1,0,0,0,0
"214070",1,0,1,1,1,1,-0.2,0,250,5,"fourth","4","2",1,0,0,0,0
"214078",0,1,2,1,3,3,-0.12,6,250,5,"fourth","3","2",1,0,0,0,0
"214085",0,0,1,2,2,4,-0.12,1,250,4,"second","3","2",1,0,0,0,0
"214089",1,0,1,1,4,4,0.2,1,250,5,"first","2","1",1,0,0,0,0
"214092",0,0,1,3,3,3,-0.04,0,250,4,"second","3","2",1,0,0,0,0
"214096",1,0,1,1,3,3,-0.36,0,250,4,"second","4","2",1,0,0,0,0
"214104",0,1,2,1,1,3,-0.12,1,250,4,"third","4","2",1,0,0,0,0
"214118",1,1,2,3,2,4,-0.04,1,250,5,"fourth","3","2",1,0,0,0,0
"214121",0,1,2,2,2,4,0.12,4,250,5,"fourth","3","2",1,0,0,0,0
"214127",0,0,1,1,3,3,-0.12,3,250,5,"fourth","3","2",1,0,0,0,0
"214129",1,1,2,2,3,3,0.28,2,250,5,"fourth","3","2",1,0,0,0,0
"214145",1,0,1,1,2,3,0.04,4,250,5,"third","3","2",1,0,0,0,0
"214152",0,0,1,3,3,1,-0.52,0,250,5,"first","4","2",1,0,0,0,0
"214157",0,0,1,2,4,4,-0.12,1,250,5,"first","1","1",1,0,0,0,0
"214162",1,0,1,1,3,2,-0.04,6,250,5,"first","2","1",1,0,0,0,0
"214190",0,1,2,5,3,3,0.28,1,250,5,"fourth","4","2",1,0,0,0,0
"214195",1,1,2,3,3,4,0.04,1,250,5,"fourth","4","2",1,0,0,0,0
"214200",0,1,2,1,2,2,-0.12,2,250,4,"fourth","3","2",1,0,0,0,0
"214203",1,1,2,1,3,4,-0.2,3,250,4,"fourth","3","2",1,0,0,0,0
"214206",1,1,2,3,2,2,-0.2,5,250,5,"third","3","2",1,0,0,0,0
"214209",0,1,2,2,2,3,-0.2,1,250,5,"third","3","2",1,0,0,0,0
"214222",1,1,2,1,3,3,0.04,3,250,4,"fourth","3","2",1,0,0,0,0
"214227",0,1,2,1,3,3,0.04,2,250,4,"fourth","3","2",1,0,0,0,0
"214232",0,1,2,3,2,2,-0.2,1,250,5,"fourth","3","2",1,0,0,0,0
"214237",1,1,2,2,2,2,-0.04,1,250,5,"fourth","3","2",1,0,0,0,0
"214253",1,1,2,1,4,4,-0.44,0,250,5,"second","3","2",1,0,0,0,0
"214257",0,1,2,1,3,3,-0.36,0,250,5,"second","3","2",1,0,0,0,0
"214268",0,1,2,1,4,4,-0.36,7,250,5,"second","3","2",1,0,0,0,0
"214271",1,1,2,1,4,4,-0.52,6,250,5,"second","3","2",1,0,0,0,0
"214274",1,1,2,1,3,3,-0.2,2,250,5,"third","4","2",1,0,0,0,0
"214279",0,1,2,1,3,3,-0.12,2,250,5,"third","4","2",1,0,0,0,0
"214287",1,1,2,1,2,2,-0.36,2,250,5,"third","3","2",1,0,0,0,0
"214290",0,1,2,1,3,3,-0.36,0,250,5,"third","3","2",1,0,0,0,0
"214298",1,0,1,1,4,3,-0.2,2,250,4,"third","4","2",1,0,0,0,0
"214305",1,0,1,3,2,3,-0.36,9,250,4,"second","2","1",1,0,0,0,0
"214306",1,1,2,3,3,3,-0.04,2,250,5,"fourth","4","2",1,0,0,0,0
"214311",0,1,2,2,4,3,-0.2,0,250,5,"fourth","4","2",1,0,0,0,0
"214316",0,0,1,5,3,4,-0.6,0,250,5,"third","4","2",1,0,0,0,0
"214321",1,0,1,1,2,4,-0.28,0,250,5,"second","4","2",1,0,0,0,0
"214325",1,0,1,2,4,4,-0.04,3,250,4,"first","2","1",1,0,0,0,0
"214333",1,1,2,3,3,1,-0.36,5,250,5,"third","4","2",1,0,0,0,0
"214335",0,1,2,1,3,3,-0.28,4,250,5,"third","4","2",1,0,0,0,0
"214355",1,0,1,2,3,3,0.04,5,250,4,"second","3","2",1,0,0,0,0
"214365",0,0,1,3,2,2,-0.36,0,250,5,"second","4","2",1,0,0,0,0
"214373",1,0,2,1,2,1,-0.2,0,250,4,"second","3","2",1,0,0,0,0
"214383",1,0,1,1,2,3,-0.12,5,250,3,"first","3","2",1,0,0,0,0
"214391",1,0,1,3,3,1,-0.12,4,250,3,"second","2","1",1,0,0,0,0
"214409",0,0,1,4,2,1,0.04,0,250,5,"third","4","2",1,0,0,0,0
"214420",1,0,1,1,1,1,-0.36,1,250,5,"second","3","2",1,0,0,0,0
"214435",1,0,1,1,4,3,-0.28,1,250,4,"first","3","2",1,0,0,0,0
"214442",1,0,1,1,3,3,-0.12,5,250,5,"first","2","1",1,0,0,0,0
"214462",0,1,2,1,3,3,-0.28,2,250,5,"third","2","1",1,0,0,0,0
"214473",0,1,2,3,3,3,-0.2,1,250,5,"third","3","2",1,0,0,0,0
"214478",1,1,2,1,3,2,-0.04,0,250,5,"third","3","2",1,0,0,0,0
"214483",1,0,1,1,2,3,-0.2,3,250,4,"second","3","2",1,0,0,0,0
"214498",1,0,1,1,3,3,-0.44,3,250,5,"second","2","1",1,0,0,0,0
"214518",1,0,2,2,3,2,0.2,5,250,5,"third","3","2",1,0,0,0,0
"214527",1,0,2,4,3,3,0.2,7,250,4,"fourth","3","2",1,0,0,0,0
"214536",1,1,2,2,1,4,-0.2,6,250,5,"fourth","1","1",1,0,0,0,0
"214550",1,1,2,2,2,2,0.6,3,250,1,"fourth","4","2",1,0,0,0,0
"214558",0,1,3,1,2,2,-0.12,0,250,5,"fourth","3","2",1,0,0,0,0
"214560",1,1,2,1,4,4,-0.2,2,250,5,"fourth","4","2",1,0,0,0,0
"214563",0,1,2,2,2,3,-0.04,4,250,5,"fourth","4","2",1,0,0,0,0
"214566",1,0,1,1,3,3,0.12,1,250,5,"second","2","1",1,0,0,0,0
"214571",1,0,1,3,5,3,-0.04,1,250,5,"first","3","2",1,0,0,0,0
"214575",1,0,2,1,4,3,-0.12,4,250,5,"fourth","3","2",1,0,0,0,0
"214590",0,1,2,1,4,3,-0.12,7,250,5,"third","3","2",1,0,0,0,0
"214592",1,1,2,2,3,3,-0.04,3,250,5,"third","3","2",1,0,0,0,0
"214600",0,1,2,3,2,3,-0.44,0,250,5,"third","3","2",1,0,0,0,0
"214604",1,1,2,3,3,3,-0.44,3,250,5,"third","3","2",1,0,0,0,0
"214609",0,1,2,1,5,5,-0.36,2,250,5,"third","3","2",1,0,0,0,0
"214620",0,1,2,5,2,2,0.2,6,250,4,"fourth","4","2",1,0,0,0,0
"214623",0,1,2,1,4,3,-0.44,3,250,5,"fourth","4","2",1,0,0,0,0
"214633",1,1,4,2,4,2,-0.12,0,250,5,"fourth","3","2",1,0,0,0,0
"214638",0,1,4,3,2,3,0.28,2,250,5,"fourth","3","2",1,0,0,0,0
"214643",0,1,2,1,3,3,-0.36,3,250,4,"first","2","1",1,0,0,0,0
"214660",1,1,2,3,2,2,0.44,0,250,5,"fourth","4","2",1,0,0,0,0
"214665",0,1,2,2,1,3,0.6,1,250,5,"fourth","4","2",1,0,0,0,0
"214679",1,0,1,1,2,2,-0.36,6,250,4,"first","2","1",1,0,0,0,0
"214696",1,1,2,1,3,2,-0.36,2,250,5,"fourth","2","1",1,0,0,0,0
"214701",0,1,2,1,2,4,-0.04,0,250,5,"fourth","2","1",1,0,0,0,0
"214706",1,1,2,1,3,2,-0.28,4,250,5,"fourth","4","2",1,0,0,0,0
"214711",0,1,2,1,1,3,-0.04,2,250,5,"fourth","4","2",1,0,0,0,0
"214717",0,0,1,1,3,3,-0.28,0,250,5,"first","4","2",1,0,0,0,0
"214732",0,1,2,1,3,3,-0.36,4,250,5,"fourth","3","2",1,0,0,0,0
"214748",1,0,1,1,3,2,-0.04,2,250,3,"first","3","2",1,0,0,0,0
"214751",0,1,2,1,5,3,-0.44,0,250,4,"third","3","2",1,0,0,0,0
"214761",1,0,1,1,3,4,-0.36,6,250,4,"second","2","1",1,0,0,0,0
"214765",0,1,5,3,3,3,0.04,4,250,5,"second","2","1",1,0,0,0,0
"214775",1,0,1,5,5,3,-0.36,6,250,2,"first","3","2",1,0,0,0,0
"214779",0,0,1,1,3,3,-0.36,1,250,3,"third","4","2",1,0,0,0,0
"214782",1,1,2,2,2,2,-0.36,0,250,4,"second","4","2",1,0,0,0,0
"214786",0,1,2,1,2,3,-0.44,1,250,4,"second","4","2",1,0,0,0,0
"214790",1,0,1,1,4,4,0.12,8,250,5,"first","2","1",1,0,0,0,0
"214798",1,0,1,4,3,2,0.2,1,250,4,"fourth","4","2",1,0,0,0,0
"214805",0,0,1,1,4,3,-0.04,3,250,4,"second","2","1",1,0,0,0,0
"214811",1,1,2,1,2,2,-0.36,0,250,5,"fourth","2","1",1,0,0,0,0
"214814",0,1,2,1,3,3,-0.36,3,250,5,"fourth","2","1",1,0,0,0,0
"214822",0,1,4,4,2,3,0.92,5,250,4,"fourth","4","2",1,0,0,0,0
"214825",1,1,4,3,3,2,0.28,1,250,4,"fourth","4","2",1,0,0,0,0
"214829",1,0,1,1,3,4,-0.12,6,250,5,"first","2","1",1,0,0,0,0
"214841",1,0,2,1,3,2,-0.12,4,250,5,"second","3","2",1,0,0,0,0
"214855",0,0,1,2,1,4,0.04,0,250,5,"fourth","4","2",1,0,0,0,0
"214859",0,1,2,1,4,4,-0.36,4,250,5,"fourth","3","2",1,0,0,0,0
"214872",1,1,2,1,4,3,-0.36,2,250,5,"second","4","2",1,0,0,0,0
"214877",0,1,2,1,1,3,-0.12,1,250,5,"second","4","2",1,0,0,0,0
"214882",1,0,2,1,5,5,-0.68,5,250,4,"third","4","2",1,0,0,0,0
"214884",0,0,2,1,5,3,-0.44,5,250,4,"third","4","2",1,0,0,0,0
"214887",0,1,2,1,3,4,-0.36,0,250,4,"fourth","3","2",1,0,0,0,0
"214899",0,1,3,1,2,2,-0.2,4,250,5,"second","2","1",1,0,0,0,0
"214906",1,1,2,2,5,2,-0.36,1,250,5,"third","2","1",1,0,0,0,0
"214909",0,1,2,2,2,4,-0.36,0,250,5,"third","2","1",1,0,0,0,0
"214915",0,1,2,1,2,2,-0.36,5,250,5,"second","3","2",1,0,0,0,0
"214918",1,1,2,1,3,4,-0.36,3,250,5,"second","3","2",1,0,0,0,0
"214952",1,1,2,1,3,3,-0.36,1,250,4,"fourth","4","2",1,0,0,0,0
"214957",0,1,2,1,4,4,-0.36,2,250,4,"fourth","4","2",1,0,0,0,0
"214983",0,1,2,1,5,3,-0.36,2,250,2,"third","4","2",1,0,0,0,0
"214988",0,0,1,1,4,4,-0.36,2,250,5,"second","4","2",1,0,0,0,0
"214990",1,1,2,2,5,4,-0.44,1,250,5,"third","4","2",1,0,0,0,0
"214992",0,1,2,2,3,3,-0.44,2,250,5,"third","4","2",1,0,0,0,0
"215002",0,1,2,2,3,3,-0.12,1,250,5,"fourth","3","2",1,0,0,0,0
"215014",1,0,2,5,3,2,0.2,2,250,4,"fourth","2","1",1,0,0,0,0
"215032",1,1,2,3,2,2,-0.36,4,250,2,"fourth","4","2",1,0,0,0,0
"215037",0,1,2,2,2,2,-0.12,1,250,2,"fourth","4","2",1,0,0,0,0
"215055",0,0,1,2,2,2,-0.2,4,250,4,"fourth","3","2",1,0,0,0,0
"215058",1,0,1,1,4,4,-0.04,6,250,3,"first","3","2",1,0,0,0,0
"215086",1,0,2,4,1,1,0.2,3,250,2,"first","3","2",1,0,0,0,0
"215101",1,1,2,3,3,2,0.6,2,250,2,"fourth","3","2",1,0,0,0,0
"215105",0,1,2,1,5,5,-0.6,2,250,5,"second","4","2",1,0,0,0,0
"215108",1,1,2,1,2,2,-0.44,5,250,5,"second","4","2",1,0,0,0,0
"215129",1,1,2,1,1,2,-0.6,1,250,5,"fourth","3","2",1,0,0,0,0
"215147",1,0,1,3,3,3,-0.04,0,250,5,"second","2","1",1,0,0,0,0
"215155",1,1,3,5,2,1,0.28,4,250,4,"fourth","2","1",1,0,0,0,0
"215163",1,0,1,4,3,2,-0.2,4,250,1,"fourth","3","2",1,0,0,0,0
"215167",1,1,2,1,2,2,-0.28,2,250,3,"third","4","2",1,0,0,0,0
"215171",0,1,2,1,3,4,-0.12,1,250,3,"third","4","2",1,0,0,0,0
"215174",1,1,2,1,4,3,-0.28,4,250,5,"third","4","2",1,0,0,0,0
"215176",0,1,2,1,3,3,0.12,4,250,5,"third","4","2",1,0,0,0,0
"215191",1,0,1,2,3,2,-0.28,3,250,5,"first","3","2",1,0,0,0,0
"215195",1,0,1,2,3,3,-0.2,4,250,2,"fourth","2","1",1,0,0,0,0
"215204",1,1,2,5,2,2,-0.12,4,250,5,"fourth","3","2",1,0,0,0,0
"215209",0,1,2,2,3,4,-0.04,3,250,5,"fourth","3","2",1,0,0,0,0
"215214",1,1,2,1,4,2,-0.04,3,250,5,"second","3","2",1,0,0,0,0
"215218",0,1,2,1,2,2,0.04,2,250,5,"second","3","2",1,0,0,0,0
"215235",0,1,2,1,4,3,-0.36,1,250,4,"fourth","2","1",1,0,0,0,0
"215284",1,1,2,3,3,2,0.28,1,250,5,"fourth","4","2",1,0,0,0,0
"215289",0,1,2,1,2,3,0.52,2,250,5,"fourth","4","2",1,0,0,0,0
"215294",0,0,1,3,2,3,-0.52,4,250,5,"second","4","2",1,0,0,0,0
"215311",0,1,2,2,3,3,0.04,0,250,4,"fourth","3","2",1,0,0,0,0
"215314",1,1,2,5,3,3,-0.12,3,250,4,"fourth","3","2",1,0,0,0,0
"215322",1,0,1,1,1,2,-0.52,3,250,3,"first","2","1",1,0,0,0,0
"215328",1,0,2,3,2,2,-0.12,1,250,4,"third","2","1",1,0,0,0,0
"215332",0,0,2,4,2,2,0.2,0,250,4,"third","2","1",1,0,0,0,0
"215342",0,1,2,2,3,3,-0.2,2,250,2,"third","2","1",1,0,0,0,0
"215344",0,1,2,1,4,2,-0.04,2,250,5,"second","4","2",1,0,0,0,0
"215349",1,1,2,2,3,4,-0.44,4,250,5,"second","4","2",1,0,0,0,0
"215356",0,0,2,3,2,3,-0.12,6,250,4,"first","3","2",1,0,0,0,0
"215359",0,0,1,1,1,4,-0.12,3,250,5,"first","3","2",1,0,0,0,0
"215364",0,0,2,3,4,2,-0.36,6,250,1,"third","3","2",1,0,0,0,0
"215366",1,0,2,1,3,2,-0.2,8,250,1,"third","3","2",1,0,0,0,0
"215368",1,0,1,2,3,3,-0.36,8,250,3,"first","1","1",1,0,0,0,0
"215371",1,0,1,1,3,3,-0.44,4,250,4,"second","3","2",1,0,0,0,0
"215382",1,0,1,3,3,3,-0.12,3,250,1,"third","2","1",1,0,0,0,0
"215387",1,1,2,3,2,2,-0.04,1,250,5,"fourth","3","2",1,0,0,0,0
"215393",1,1,2,5,5,1,-0.04,0,250,5,"second","2","1",1,0,0,0,0
"215421",1,0,1,2,3,3,0.2,2,250,4,"third","3","2",1,0,0,0,0
"215447",1,0,1,1,2,1,-0.36,2,250,5,"first","4","2",1,0,0,0,0
"215458",1,0,1,2,4,2,-0.12,7,250,3,"second","2","1",1,0,0,0,0
"215465",1,1,2,3,3,2,0.36,2,250,5,"third","4","2",1,0,0,0,0
"215467",0,1,2,1,3,4,-0.44,1,250,5,"third","4","2",1,0,0,0,0
"215470",0,1,2,5,3,3,0.12,2,250,3,"third","3","2",1,0,0,0,0
"215472",1,1,2,5,3,1,0.28,8,250,3,"third","3","2",1,0,0,0,0
"215475",1,1,2,1,4,1,-0.04,5,250,5,"third","4","2",1,0,0,0,0
"215478",0,1,2,1,4,2,-0.12,0,250,5,"third","4","2",1,0,0,0,0
"215481",1,1,2,1,1,1,0.12,1,250,5,"fourth","4","2",1,0,0,0,0
"215485",0,1,2,2,1,1,-0.04,4,250,5,"fourth","4","2",1,0,0,0,0
"215502",1,0,1,1,3,3,-0.36,2,250,4,"first","2","1",1,0,0,0,0
"215507",1,1,2,3,2,1,-0.28,7,250,5,"third","3","2",1,0,0,0,0
"215510",0,1,2,1,3,3,-0.28,3,250,5,"third","3","2",1,0,0,0,0
"215524",0,0,2,2,2,3,0.28,0,250,4,"fourth","3","2",1,0,0,0,0
"215534",0,1,2,1,3,3,-0.36,0,250,5,"second","2","1",1,0,0,0,0
"215539",1,1,2,1,3,2,-0.36,2,250,5,"second","2","1",1,0,0,0,0
"215542",1,0,1,1,3,3,-0.28,3,250,4,"second","2","1",1,0,0,0,0
"215552",0,1,2,3,3,3,0.2,1,250,4,"fourth","4","2",1,0,0,0,0
"215564",0,1,2,5,3,3,0.2,2,250,5,"fourth","4","2",1,0,0,0,0
"215566",1,1,2,1,4,1,0.44,4,250,5,"fourth","4","2",1,0,0,0,0
"215571",1,1,2,2,4,3,-0.36,7,250,1,"third","4","2",1,0,0,0,0
"215573",0,1,2,3,2,2,-0.04,4,250,1,"third","4","2",1,0,0,0,0
"215575",1,0,1,1,4,3,-0.2,4,250,4,"first","2","1",1,0,0,0,0
